,address,aka_name,city,dba_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,location,location_address,location_city,location_state,location_zip,longitude,results,risk,state,violations,zip
417,5224 N BROADWAY ,CHIPOTLE,CHICAGO,CHIPOTLE,Restaurant,2018-01-22T00:00:00.000,2135783,Complaint,41.97708994496324,2341682,POINT (-87.66003368701 41.977089944963),,,,,-87.66003368701045,Pass w/ Conditions,Risk 1 (High),IL,"42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: NOTED EMPLOYEE AT THE PREP AREA WITH NO BEARD GUARD. INSTRUCTED TO WEAR BEARD GUARD AT ALL TIMES WHEN AT THE KITCHEN PREP AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED CUTTING BOARD AT THE KITCHEN PREP AREA WITH YELLOWISH DISCOLORATION AND DEEP CUTS. INSTRUCTED TO DETAIL CLEAN AND SMOOTHEN THE SURFACE OT THE CUTTING BOARD.  | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NOTED NO EMPLOYEE ON DUTY WITH THE CITY OF CHICAGO SANITATION CERTIFICATE WHILE POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED (CHICKEN,BEEF,SALADS ETC). INSTRUCTED TO HAVE A FOOD SERVICE MANAGER ON SITE AT ALL TIMES.
SERIOUS VIOLATION #7-38-012",60640
418,2415 W 79TH ST ,A. P. DELI & GRILL VIII,CHICAGO,A. P. DELI & GRILL VIII,Restaurant,2018-01-22T00:00:00.000,2135781,Canvass,41.749920938364866,2027214,POINT (-87.683485619988 41.749920938365),,,,,-87.68348561998785,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: OBSERVED NO CITY OF CHICAGO SANITATION CERTIFICATE ON PREMISES AT THIS TIME. NOR MANAGER WHEN POTENTIALLY HAZARDOUS FOODS BEING PREPARED AND SERVED. CORN BEEF 145*F. SERIOUS VIOLATION 7-38-012a. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED THE NOZZLE OF THE THREE COMPARTMENT SINK LEAKING AT THE BASE OF THE NOZZLE, INSTRUCTED TO REPAIR/REPLACE.ALSO REPLACE MISSING SINK STOPPERS AT 3 COMPARTMENT SINK. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED THE WALL BEHIND THE HOT HOLDING UNIT PEELING/CHIPED PAINT, INSTRUCTED TO RESEAL. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE FRONT SLICER NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE. ALSO CLEAN INTERIOR OF FRYER DOORS. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED CAKES, PIES, AND COLD SUB SANDWICHES IN FRONT COOLER NOT LABELED, INSTRUCTED ON PROPER LABELING. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED THE FLOOR IN THE REAR PREP/STORAGE, AND DISH AREA PAINT PEELING, INSTRUCTED TO SEAL/TILE REAR FLOOR.",60652
419,7200 S WESTERN AVE ,HAROLD'S CHICKEN SHACK #52,CHICAGO,HAROLD'S CHICKEN SHACK #52,Restaurant,2018-01-22T00:00:00.000,2135777,Complaint,41.76278384194664,2263855,POINT (-87.683336906075 41.762783841947),,,,,-87.68333690607514,Pass w/ Conditions,Risk 2 (Medium),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALL AND WALL BASE ACROSS FROM FRYERS IN POOR REPAIR, DRY WALL UNEVEN, MSSING BASE. INSTD TO REPAIR WALL SO AS TO BE A SMOOTH, EVEN, EASILY CLEANABLE SURFACE. ALL VENTS THROUGH OUT WITH DUST ACCUMULATION. INSTD TO CLEAN AND MAINTAIN SAME. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE HANDLING POTENTIALLY HAZARDOUS FOODS (CHICKEN), NOR VALID CERTIFICATE POSTED. INSTD TO HAVE ON DUTY AT ALL TIMES. VIOLATION 7-38-012A SERIOUS | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: WALK IN COOLER USED FOR STORAGE WITH EXTREME CLUTTER, UNNECESSARY ARTICLES. INSTD TO REMOVE ANY CLUTTER AND ORGANIZE AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: RUSTY WIRE RACKS IN WALK IN COOLER. INSTD TO REMOVE RUST AND MAINTAIN SURFACES.",60636
420,2103 N Lamon ,HENRY LLOYD ELEMENTARY,CHICAGO,Lloyd,School,2018-01-22T00:00:00.000,2135776,Canvass,41.91883022004693,24221,POINT (-87.74847860787 41.918830220047),,,,,-87.74847860787013,Pass,Risk 1 (High),IL,38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED VENTILATION IN EMPLOYEE'S TOILET ROOMS INSIDE KITCHEN AND ON HALLWAY NOT WORKING. INSTRUCTED TO REPAIR AND MAINTAIN. ,60639
421,7500 S COTTAGE GROVE AVE ,PAPAS PHILLY STEAK AND FISH,CHICAGO,PAPAS PHILLY STEAK AND FISH,Restaurant,2018-01-22T00:00:00.000,2135775,Complaint,41.75848488763668,2031842,POINT (-87.605533219704 41.758484887637),,,,,-87.60553321970417,Fail,Risk 1 (High),IL,"9. WATER SOURCE: SAFE, HOT & COLD UNDER CITY PRESSURE - Comments: OBSERVED NO HOT RUNNING WATER AT MULTIPLE SINKS(EXPOSED SINK, 3-COMPARTMENT SINK, UTILITY SINK, AND WASHBOWL)DURING INSPECTION. INSTRUCTED MANAGER TO PROVIDE HOT RUNNING WATER UNDER CITY PRESSURE. CRITICAL VIOLATION 7-38-030 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CLEAN INTERIOR AND EXTERIOR OF BREADING ROLLING CART, FANGUARDS INSIDE REACH-IN COOLERS, BASES OF COOLERS AND FREEZERS, SHAKE MIXER, SINKS, PREP TABLES, FRYER CABINETS, SURFACES UNDER GRILL, MICROWAVE, KNIFE RACK. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: REPAIR CEILING LEAKS IN REAR STORAGE AREA. REPLACE ALL MISSING AND DAMAGED CEILING TILES IN ALL LOBBY, PREP, STORAGE, AND WASHROOM AREAS. CLEAN ALL SOILED CEILING TILES AND LIGHT SHIELDS IN PREP AREA. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: REPLACE DAMAGED GASKETS ON REACH-IN FREEZER NEAR FRONT COUNTER. REPLACE MISSING DOOR UNDER SINK IN WASHROOM. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: INVERT ALL PLASTIC FORKS AND CARRYOUT CONTAINERS TO PROTECT FROM CONTAMINATION. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: PROVIDE THERMOMETERS IN ALL COOLERS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: PROVIDE ADEQUATE STOPPERS FOR 3-COMPARTMENT SINK.",60619
422,4808 N MILWAUKEE AVE ,TAQUERIA LA ESTRELLA,CHICAGO,TAQUERIA LA ESTRELLA,Restaurant,2018-01-22T00:00:00.000,2135773,Canvass,41.968028363337005,2438130,POINT (-87.761059696914 41.968028363337),,,,,-87.76105969691393,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Observed torn gaskets at doors of the rear 2 door stand-up cooler.Instructed to replace and maintain.
Instructed to provide proper food containers with lids for the (red-green)salsas for customer use and maintain. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Detail clean sides of cooking equipments,interior bottom compartment of deep fryer to remove grease build-up,cutting boards,upper panel of ice maker,kitchen food prep storage shelves in need for cleaning and maintain. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed (1) damaged ceiling tile in kitchen prep area.Instructed to replace and maintain.
Detail clean kitchen exhaust hood/filters to remove grease build-up and maintain. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed dirty floors at rear dry storage room and around the hot water tank/furnace area.Instructed to clean floors in detail throughout the premises and maintain. | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: Instructed to properly store and invert clean kitchen multi-use utensils
(handles-up) to prevent contamination before use and maintain.",60630
423,851 W Waveland ,Inter-American,CHICAGO,Inter-American,School,2018-01-22T00:00:00.000,2135772,Canvass Re-Inspection,41.94897645836634,29191,POINT (-87.651537450773 41.948976458366),,,,,-87.65153745077276,Pass,Risk 1 (High),IL,"11. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, DESIGNED, AND MAINTAINED - Comments: HOT WATER AT EMPLOYEE STAFF RESTROOM.(ABOVE 110.0F) PAPER TOWELS AT DINING AREAS/SERVING LINE. | 26. ADEQUATE NUMBER, CONVENIENT, ACCESSIBLE, PROPERLY DESIGNED AND INSTALLED - Comments: INSPECTED ALL RESTROOMS MENTIONED ON REPORT DATED 1-18-18. WASHBOWLS AT RESTROOMS ALL WITH RUNNING HOT WATER ABOVE 110F. ALSO. SOAP AND PAPER TOWELS AT RESTROOMS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: ICE BUILD UP ON CONDENSER UNIT PIPES WHICH LEAKE ON TOP THE SHELVES,INSTRUCTED TO REPAIR CAUSE.UNUSED NOT WORKING ICE MACHINE IN THE KITCHEN, NEED TO REPAIR OR REMOVE. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: DUST BUILD UP ON FILTERS UNDER THE HOOD OF THE COOKING EQUIPMENTS,INSTRUCTED TO CLEAN AND MAINTAIN. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: UNSEALED PLASTIC COVING AND FLOOR IN FRONT OF WALK-IN FREEZER,INSTRUCTED TO REPAIR.BROKEN PLASTIC FLOOR TILES IN FRONT OF EAST DINING ROOM,ALSO PLASTIC TILES INSIDE THE DINING ROOM IN FRONT OF UNUSED WINDOW ARE BROKEN AND ELEVATED FROM FLOOR MUST REPLACE,DUE TO ALREADY TRIED TO REPAIR WITH NAILS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments:  EXCESS ICE BUILD UP ON CEILING INSIDE THE WALK-IN FREEZER,SOME OF THE ICE ON PREPACKAGED SLICED APPLES.INSTRUCTED TO CLEAN AND REPAIR CAUSE. AFTER REPAIRED PIPES BEHIND THE UNUSED ICE MACHINE IN THE KITCHEN A CARDBOARD WITH TAPE COVERS THE HOLE.INSTRUCTED TO REMOVE CARDBOARD AND PROVIDE WALL.SURFACE MUST BE SMOOTH,CLEANABLE AND NON-ABSORBENT MATERIAL  | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments:  BOYS WASHROOMS URINAL NOT ALL WORKING FIRST NOT FLUSHING,SOME OF THEM WITH URINE. FIRST,SECOND AND THIRD FLOOR,REPAIR CAUSE.",60613
424,4137 N ELSTON AVE ,TONY'S FINER FOODS,CHICAGO,"TONY'S FINER FOODS ENTERPRISES, INC.",Grocery Store,2018-01-22T00:00:00.000,2135771,Complaint,41.956126201479094,1717529,POINT (-87.722482826292 41.956126201479),,,,,-87.7224828262917,Pass,Risk 1 (High),IL,"35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Observed the walls around the three compartment sink and exposed handsink in the meat prep cooler to be dirty. Instructed facility to clean and maintain.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: Observed the coving near the sinks in the meat department prep cooler to be loose from wall. Instructed facility to seal and maintain.
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: OBSERVED WATER BUILDUP ON THE FLOOR IN THE WALK-IN PRODUCE COOLER. INSTRUCTED TO DRAIN THE WATER BUILDUP AND DETAIL CLEAN FLOORS. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED BOXES OF FOOD ON THE FLOOR IN THE WALK-IN COOLER AND WALK-IN FREEZER IN THE BASEMENT. ALL FOOD AND BOXED FOOD ITEMS MUST BE STORED AT LEAST 6 INCHES OFF THE FLOOR AT ALL TIMES.",60618
425,3730 W Bryn Mawr AVE ,Northside Learning Center,CHICAGO,Northside Learning Center,School,2018-01-22T00:00:00.000,2135770,Canvass,41.98299993730213,49021,POINT (-87.722388813571 41.982999937302),,,,,-87.72238881357114,Pass w/ Conditions,Risk 1 (High),IL,"6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: OBSERVED POOR HYGIENIC PRACTICES. EMPLOYEE NOTED IMPROPERLY USING GLOVES. NOT WASHING HANDS AFTER GLOVES REMOVED THEN PROCEED TO RETRIEVE FOOD FROM THE WALK-IN COOLER. THEN OBSERVED THE SAME EMPLOYEE STORING AN OPEN CUP OF DRINKING WATER AT THE PREP SINK WHILE FRESH PRODUCE WAS BEING PREPARED. EMPLOYEE STATED SHE DRINKS A LOT OF WATER. REVIEWED THE PROPER USE OF GLOVES AND REMOVED THE DRINKING GLASS OF WATER. CRITICAL VIOLATION 7-38-005(A). | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST RE-LABEL, REMOVE TORN/PEELING LABEL FROM BULK FOOD CONTAINERS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: CEMENT WALL UNDER BOTH SOAP DISPENSERS IN THE WOMANS AND MENS WASHROOM FOUND BLACKEN, DIRTY. MUST CLEAN AND MAINTAIN.",60659
426,50 E WASHINGTON ST ,FRESHII,CHICAGO,FRESHII,Restaurant,2018-01-22T00:00:00.000,2135769,Complaint,41.88333090689532,2309263,POINT (-87.626039789767 41.883330906895),,,,,-87.62603978976665,Pass w/ Conditions,Risk 1 (High),IL,"2. FACILITIES TO MAINTAIN PROPER TEMPERATURE - Comments: FACILITY NOT MAINTAINING PROPER COOLING TEMPERATURE, FOUND TAKE OUT DISPLAY COOLER FOR PACKAGED FOODS AT 57.4F, COOLER IS USED TO KEEP HARD BOILED PEELED EGGS AND YOGURT. INSTRUCTED TO KEEP AT 40F OR LOWER. CRITICAL CITATION ISSUED 7-38-005(A). | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: POTENTIALLY HAZARDOUS FOODS HELD AT IMPROPER TEMPERATURE. FOUND 2 LBS OF PEELED HAND BOILED EGGS AT 57.2F STORED IN SAID COOLER, INSTRUCTED TO KEEP AT 40F OR LOWER. CRITICAL CITTAION ISSUED 7-38-005(A). EGGS DISCARDED. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: LEAKY PIPE UNDER 3-COMP SINK, INSTRUCTED TO REPAIR.",60602
427,2521-23 W 79TH ST ,DAN'S BAKERY& EATERY,CHICAGO,DAN'S BAKERY& EATERY,Restaurant,2018-01-22T00:00:00.000,2135767,Canvass,41.74988030864081,1445861,POINT (-87.686192765829 41.749880308641),,,,,-87.68619276582905,Pass,Risk 1 (High),IL,"33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: OBSERVED THE FRONT SLICER AND REAR #10 CAN OPENER NOT CLEAN, INSTRUCTED TO CLEAN AND SANITIZE.",60652
428,5853 S KEDZIE AVE ,SUBWAY,CHICAGO,SUBWAY,Restaurant,2018-01-22T00:00:00.000,2135764,Canvass,41.78651025369379,1766064,POINT (-87.703208443065 41.786510253694),,,,,-87.70320844306515,Pass w/ Conditions,Risk 1 (High),IL,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: NO SANITARY HAND DRYING DEVICE AT FRONT OR REAR  EXPOSED HANDSINKS. INSTD TO HAVE AT ALL TIMES. CITATION ISSUED 7-38-030 CRITICAL. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CITY OF CHICAGO CERTIFIED MANAGER ON DUTY WHILE HANDLING POTENTIALLY HAZARDOUS FOODS (TUNA, CHICKEN, MEATBALLS, ETC). INSTD TO HAVE ON DUTY AT ALL TIMES. VIOLATION 7-38-012A SERIOUS. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: WALLBASE BEHIND REAR PREP TABLE AND AT WALL INBETWEEN BOT PREP AREAS IN POOR WRAPPED WITH DUCT TAPE. INSTD TO REPAIR WALLBASE AND MAINTAIN. WORN CAULKING WITH EXCESSIVE BLACK SUBSTANCE AT TOP BASE OF 3-COMPARTMENT SINK AND WALL. INSTD TO REPAIR AND MAINTAIN CAULKING. INTERIOR OF TOILET ROOM DOOR NOT CLEAN. INSTD TO CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: BASIN OF HANDSINK IN TOILET ROOM NOT CLEAN. INSTD TO CLEAN AND MAINTAIN. 3-COMPARTMENT SINK FAUCET HANDLE LOOSE. INSTD TO REPAIR AND HAVE TIGHT FITTING.",60629
429,58 W 79TH ST ,CHURCH'S CHICKEN # 982,CHICAGO,CHURCH'S CHICKEN # 982,Restaurant,2018-01-22T00:00:00.000,2135762,Complaint Re-Inspection,41.75102250298947,1273271,POINT (-87.626980293637 41.751022502989),,,,,-87.62698029363656,Pass w/ Conditions,Risk 2 (Medium),IL,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: PREMISES SERVICED BY TERMINIX PEST CONTROL ON 1-16-18. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments:  CLEAN INTERIOR AND EXTERIOR OF ALL SHELVES IN OFFICE, CABINETS, COOLERS, FREEZERS, SINKS, PREP TABLES, SHELVES, FRYERS, HOLDING UNITS, AND SINKS. 
 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: REPLACE MISSING FLOOR TILES NEAR REAR DOOR. GROUT ALL LOOSE FLOOR TILES IN PREP, STORAGE, AND DISH WASHING AREAS. REMOVE ALL DEBRIS FROM FLOOR DRAINS NEAR FRYERS. CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. | 21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CHICAGO FOOD SANITATION MANAGER ON DUTY OR ORIGINAL CERTIFICATE POSTED WHEN CHICKEN(158F) PREPARED AND SERVED. A CERTIFIED MANAGER MUST BE ON SITE AND CERTIFICATE POSTED AT ALL TIMES POTENTIALLY HAZARDOUS FOODS ARE PREPARED AND SERVED. SERIOUS VIOLATION 7-38-012A | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: LIGHT SHIELDS PROVIDED IN PREP AREAS. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: TIGHTEN LOOSE FAUCETS ON SINKS IN MEN AND WOMEN WASHROOM. REPAIR LEAKING FAUCETS AND DRAINPIPE ON 3-COMPARTMENT SINK. 
 | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments:  STORE MOP HEAD UPRIGHT TO PREVENT INSECT BREEDING.",60620
430,752-756 W WEBSTER AVE ,SHINE RESTAURANT,CHICAGO,SHINE RESTAURANT,Restaurant,2018-01-22T00:00:00.000,2135761,Canvass,41.92193238503892,1954879,POINT (-87.648336602589 41.921932385039),,,,,-87.64833660258915,Pass,Risk 1 (High),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED EXPOSED HAND WASHING SINK DRAINING SLOW IN THE FRONT BAR AREA. MUST REPAIR AND MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED ACCUMULATION OF DUST ON CEILING VENTILATION FANS INSIDE BATHROOM. MUST CLEAN AND MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED ITEMS NOT ELEVATED 6INCHES OFF ON WEST SIDE O BASEMENT. MUST ELEVATE AND MAINTAIN.",60614
431,5120 N WINTHROP AVE ,GOUDY ELEMENTARY,CHICAGO,GOUDY ELEMENTARY,School,2018-01-22T00:00:00.000,2135759,Canvass,41.97581136866308,1206,POINT (-87.657949152445 41.975811368663),,,,,-87.65794915244456,Pass,Risk 1 (High),IL,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED TORN RUBBER GASKET AT 2 DOOR REFRIGERATION UNIT. INSTRUCTED TO REPAIR AND MAINTAIN AND/OR PLACE. ",60640
432,858 N STATE ST ,BIG SHOULDERS COFFEE,CHICAGO,BIG SHOULDERS COFFEE,Restaurant,2018-01-22T00:00:00.000,2135758,License,41.89835536969236,2551978,POINT (-87.628392327343 41.898355369692),,,,,-87.62839232734267,Pass,Risk 2 (Medium),IL,"38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED GLASS SPHERICAL LIGHTS ABOVE PREP COUNTER. OPERATOR UNABLE TO PROVE THEY ARE SHATTER-PROOF AT THIS TIME. INSTRUCTED TO PROVIDE LIGHT SHIELDS, OR PROOF FROM MANUFACTURER THAT LIGHTS ARE SHATTER-PROOF.
A DROP-IN DUMP SINK WAS OBSERVED WITHOUT A FAUCET. MANAGER INSTRUCTED TO INSTALL A FAUCET WITH HOT AND COLD RUNNING WATER. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED UNFINISHED CEILING (MULTIPLE EXPOSED PIPES, HVAC DUCTWORK, WIRING, CONDUIT LINES ETC.) ABOVE PREP AREA WHERE ESPRESSO MACHINES, COFFEE GRINDERS, DISH MACHINE AND COOLERS ARE LOCATED. MUST INSTALL FINISHED CEILING ABOVE PREP AREA THAT IS SMOOTH AND EASILY CLEANABLE.",60610
433,200 E RANDOLPH ST ,JIMMY JOHN'S,CHICAGO,JIMMY JOHN'S,Restaurant,2018-01-22T00:00:00.000,2135757,Canvass,41.8846320757672,1874575,POINT (-87.622247991089 41.884632075767),,,,,-87.62224799108878,Pass w/ Conditions,Risk 1 (High),IL,"21. * CERTIFIED FOOD MANAGER ON SITE WHEN POTENTIALLY HAZARDOUS FOODS ARE  PREPARED AND SERVED - Comments: NO CERTIFIED FOOD SERVICE MANAGER ON SITE WHILE POTENTIALLY HAZARDOUS FOODS ( DELI MEATS) BEING HANDLED AND PREPARED, INSTRUCTED TO OBTAIN. SERIOUS CITAITON ISSUED 7-38-012 | 31. CLEAN MULTI-USE UTENSILS AND SINGLE SERVICE ARTICLES PROPERLY STORED: NO REUSE OF SINGLE SERVICE ARTICLES - Comments: CATERING FOOD CONTAINERS NOT STORED PROPERLY, INSTRUCTED TO KEEP TURNED UPSIDE DOWN TO PREVENT PHYSICAL CONTAMINATION.",60601
434,1112 W ARMITAGE AVE ,TARANTINO'S,CHICAGO,TARANTINO'S,Restaurant,2018-01-19T00:00:00.000,2135756,Canvass,41.91817961305914,37548,POINT (-87.655859837472 41.918179613059),,,,,-87.65585983747225,No Entry,Risk 1 (High),IL,,60614
435,3611 E 114TH ST ,GEORGE  WASHINGTON ELEMENTARY,CHICAGO,GEORGE WASHINGTON ELEMENTARY,School,2018-01-22T00:00:00.000,2135755,Canvass,41.68810402658728,2046684,POINT (-87.536009845194 41.688104026587),,,,,-87.53600984519431,Pass,Risk 1 (High),IL,,60617
