,case_id,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,naic_cd,naics_code_description,case_violtn_cnt,cmp_assd_cnt,ee_violtd_cnt,bw_atp_amt,ee_atp_cnt,findings_start_date,findings_end_date,flsa_violtn_cnt,flsa_repeat_violator,flsa_bw_atp_amt,flsa_ee_atp_cnt,flsa_mw_bw_atp_amt,flsa_ot_bw_atp_amt,flsa_15a3_bw_atp_amt,flsa_cmp_assd_amt,sca_violtn_cnt,sca_bw_atp_amt,sca_ee_atp_cnt,mspa_violtn_cnt,mspa_bw_atp_amt,mspa_ee_atp_cnt,mspa_cmp_assd_amt,h1b_violtn_cnt,h1b_bw_atp_amt,h1b_ee_atp_cnt,h1b_cmp_assd_amt,fmla_violtn_cnt,fmla_bw_atp_amt,fmla_ee_atp_cnt,fmla_cmp_assd_amt,flsa_cl_violtn_cnt,flsa_cl_minor_cnt,flsa_cl_cmp_assd_amt,dbra_cl_violtn_cnt,dbra_bw_atp_amt,dbra_ee_atp_cnt,h2a_violtn_cnt,h2a_bw_atp_amt,h2a_ee_atp_cnt,h2a_cmp_assd_amt,flsa_smw14_violtn_cnt,flsa_smw14_bw_amt,flsa_smw14_ee_atp_cnt,cwhssa_violtn_cnt,cwhssa_bw_amt,cwhssa_ee_cnt,osha_violtn_cnt,osha_bw_atp_amt,osha_ee_atp_cnt,osha_cmp_assd_amt,eppa_violtn_cnt,eppa_bw_atp_amt,eppa_ee_cnt,eppa_cmp_assd_amt,h1a_violtn_cnt,h1a_bw_atp_amt,h1a_ee_atp_cnt,h1a_cmp_assd_amt,crew_violtn_cnt,crew_bw_atp_amt,crew_ee_atp_cnt,crew_cmp_assd_amt,ccpa_violtn_cnt,ccpa_bw_atp_amt,ccpa_ee_atp_cnt,flsa_smwpw_violtn_cnt,flsa_smwpw_bw_atp_amt,flsa_smwpw_ee_atp_cnt,flsa_hmwkr_violtn_cnt,flsa_hmwkr_bw_atp_amt,flsa_hmwkr_ee_atp_cnt,flsa_hmwkr_cmp_assd_amt,ca_violtn_cnt,ca_bw_atp_amt,ca_ee_atp_cnt,pca_violtn_cnt,pca_bw_atp_amt,pca_ee_atp_cnt,flsa_smwap_violtn_cnt,flsa_smwap_bw_atp_amt,flsa_smwap_ee_atp_cnt,flsa_smwft_violtn_cnt,flsa_smwft_bw_atp_amt,flsa_smwft_ee_atp_cnt,flsa_smwl_violtn_cnt,flsa_smwl_bw_atp_amt,flsa_smwl_ee_atp_cnt,flsa_smwmg_violtn_cnt,flsa_smwmg_bw_atp_amt,flsa_smwmg_ee_atp_cnt,flsa_smwsl_violtn_cnt,flsa_smwsl_bw_atp_amt,flsa_smwsl_ee_atp_cnt,eev_violtn_cnt,h2b_violtn_cnt,h2b_bw_atp_amt,h2b_ee_atp_cnt,sraw_violtn_cnt,sraw_bw_atp_amt,sraw_ee_atp_cnt,ld_dt
49416,1644686,Chicago Taxi Medallion Management,"Chicagoland Auto Repairs and Body Shop, Inc",2550 W. Lexington,Chicago,IL,60612.0,485310,Taxi Service,49,8228.0,45,91239.81,44,2011-01-01,2012-04-29,49,R,91239.81,44,4267.54,86972.27,0.0,8228.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49593,1753985,United Airlines,United Airlines Inc,O'Hare International Airport,Chicago,IL,60666.0,481111,Scheduled Passenger Air Transportation,1,0.0,1,0.0,0,2014-04-01,2016-02-01,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49594,1753990,Pina Paint Experts,Pina Paint Experts Inc.,3919 West 68th Street,Chicago,IL,60629.0,236118,Residential Remodelers,15,3080.0,14,7790.55,14,2013-12-27,2015-03-27,15,R,7790.55,14,1508.0,6282.55,0.0,3080.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49708,1684652,Aztecas Mufflers & Brakes II,"Aztecas Mufflers & Brakes Shop II, Inc.",2216 S. Kedzie Ave,Chicago,IL,60623.0,811111,General Automotive Repair,28,0.0,26,36866.31,26,2011-03-10,2013-03-09,28,,36866.31,26,0.0,36866.31,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49712,1687104,Clarkes Diner (Lincoln Ave),"Clarke's Restaurant, Inc",2441 N. Lincoln Ave,Chicago,IL,60614.0,722110,Full-Service Restaurants,8,0.0,7,2469.97,7,2011-02-24,2013-02-21,8,,2469.97,7,0.0,2469.97,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49734,1755420,Continental Nursing & Rehabilitation Center,Continental Nursing & Rehabilitation Center L,5336 N. Western Ave,Chicago,IL,60625.0,62331,Community Care Facilities for the Elderly,15,0.0,15,2183.85,15,2013-03-13,2015-03-08,15,,2183.85,15,0.0,2183.85,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49876,1756777,Mangia Fresca,"Mangia Fresca, INC",2556 S Archer Ave,Chicago,IL,60608.0,722110,Full-Service Restaurants,3,0.0,2,2907.1,2,2013-04-04,2015-04-03,3,,2907.1,2,0.0,2907.1,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
49957,1397835,Chicago Woodworking,"Chicago Woodworking, Inc",4849 W Grand Ave,Chicago,IL,60639.0,3371,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,36,0.0,33,49399.0,31,2003-03-14,2005-03-11,36,,49399.0,31,955.25,48443.75,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
50047,1762428,Amigo Insurance - 3438 W 26th st,"Amigo Insurance Agency, Inc",3438 we 26th st,Chicago,IL,60623.0,524210,Insurance Agencies and Brokerages,5,0.0,5,1065.74,5,2013-05-20,2015-05-17,5,,1065.74,5,0.0,1065.74,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
50198,1769473,McSween Enterprises McDonalds Restaurants,"McSween Enterpises, Inc.","53 West Jackson Blvd, Suite 1740",Chicago,IL,60604.0,722211,Limited-Service Restaurants,1,0.0,1,3890.6,1,2015-01-18,2015-12-20,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,3890.6,1,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
50321,1664143,Tony's Finer Foods,"Tony's Finer Foods Enterprises, Inc.",4137 North Elston Avenue,Chicago,IL,60618.0,445110,Supermarkets and Other Grocery (except Convenience) Stores,2,3100.0,2,0.0,0,2010-08-22,2012-08-19,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,2,2,3100.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
50355,1685267,Norwood Car Wash (Northwest Hwy),Norwood Hand Car Wash Inc.,6190 N. Northwest Hwy,Chicago,IL,60631.0,811192,Car Washes,5,0.0,3,8315.75,3,2011-03-11,2013-03-10,5,,8315.75,3,0.0,8315.75,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
50985,1777974,Arete Event Staffing Firm,"Arete, LLC","833 West Chicago Avenue, Suite 202",Chicago,IL,60642.0,561320,Temporary Help Services,0,0.0,0,0.0,0,2015-04-01,2015-12-18,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
51129,1654698,Al's Beef,"Haj, Inc.",169 W. Ontario,Chicago,IL,60654.0,722211,Limited-Service Restaurants,11,1540.0,10,10810.14,10,2010-06-06,2012-06-02,11,R,10810.14,10,0.0,10810.14,0.0,1540.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
51326,1667352,Creative Lawn and Garden Center,"Creative Imaging Services, Inc",5601 N Elston Ave,Chicago,IL,60646.0,444220,"Nursery, Garden Center, and Farm Supply Stores",0,0.0,0,0.0,0,2010-09-01,2012-09-01,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
51560,1404127,Marshall Field & Co,Marshall Fields DCC,4000 W. Diversey Avenue,Chicago,IL,60639.0,452111,Department Stores (except Discount Department Stores),0,0.0,1,0.0,0,2005-01-01,2005-07-25,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52423,1782376,"Little Helpers, Inc.","Little Helpers, Inc.",4220 W. Belmont Ave #216,Chicago,IL,60641.0,561720,Janitorial Services,0,0.0,0,0.0,0,2014-02-02,2016-01-24,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
52518,1690566,Chicago Transit Authority,Chicago Transit Authority,1120 E. 89th St.,Chicago,IL,60619.0,09770,Local Transit Systems,0,0.0,1,0.0,0,2013-03-30,2013-03-31,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52563,1776071,El Valor Corporation,El Valor Corporation,1850 W. 21st St,Chicago,IL,60608.0,0968,Local Sheltered Workshops,1,0.0,0,0.0,0,2014-01-01,2016-01-01,1,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
52587,1783223,Murrihy Pallet Co.,"Murrihy Pallet Company, Inc",1919 W. 74th St,Chicago,IL,60636.0,321920,Wood Container and Pallet Manufacturing,0,0.0,0,0.0,0,2014-02-20,2016-02-19,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
52603,1784028,"Lorrus Transportation, LLC","Lorrus Transportation, LLC",10500 S. Rhodes Ave,Chicago,IL,60628.0,48599,Other Transit and Ground Passenger Transportation,0,0.0,0,0.0,0,2014-02-21,2016-02-14,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2016-06-11 02:22:25.040000 AMERICA/NEW_YORK
52764,1679375,Parliament Builders,"Parliament Builders, Inc",4455 S. Knox,Chicago,IL,60632.0,23822,"Plumbing, Heating, and Air-Conditioning Contractors",49,0.0,18,46608.17,18,2011-09-01,2013-05-01,12,,816.42,11,0.0,816.42,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,37,45791.75,18,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52848,1684362,"Structures Construction, LLC",Structures Consruction LLC,2300 W. Diversey,Chicago,IL,60647.0,236115,New Single-Family Housing Construction (except Operative Builders),5,0.0,2,14117.17,2,2012-08-22,2013-02-17,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,5,14117.17,2,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52852,1684369,"All Steel Iron Works, Inc.","All Steel Iron Works, Inc.",4920 S. Central Ave,Chicago,IL,60638.0,33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,6,0.0,3,6542.08,3,2013-02-04,2013-02-27,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,6,6542.08,3,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52853,1684372,"Dusable Construction Company, Inc.","Dusable Construction Company, Inc.",3740 W. Irving Park Rd,Chicago,IL,60618.0,238160,Roofing Contractors,0,0.0,0,0.0,0,2012-09-24,2012-12-30,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
52958,1705499,Busy Bees Child Development Center,Busy Bees Child Development LLC,3149 S. Shields,Chicago,IL,60616.0,624410,Child Day Care Services,5,0.0,5,4182.06,5,2012-05-16,2013-12-31,5,,4182.06,5,0.0,4182.06,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
53151,1685741,New Three Happiness Restaurant,"New Three Happiness Restaurant, Inc.",2130 S Wentworth,Chicago,IL,60616.0,722211,Limited-Service Restaurants,5,0.0,2,9963.75,2,2011-04-30,2013-04-27,5,,9963.75,2,5302.5,4661.25,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
53445,1541677,"Ranger Cartage Company, Inc.",,1270 South Kostner,Chicago,IL,60623.0,2361,Residential Building Construction,0,0.0,0,0.0,0,2007-06-01,2009-05-29,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
53770,1592252,Awake with Pearl,"Awake with Pearl, Inc.",11 W 26th St,Chicago,IL,60616.0,722213,Snack and Nonalcoholic Beverage Bars,4,0.0,3,2066.54,3,2010-01-01,2010-11-06,4,,2066.54,3,0.0,2066.54,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
53772,1422782,Dunlays on Clark,"Max Enterprises, Ltd.",2600 N Clark st,Chicago,IL,60614.0,722110,Full-Service Restaurants,9,0.0,8,6679.42,8,2004-01-20,2006-01-08,9,,6679.42,8,0.0,6679.42,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
53874,1689540,Smith Village Nursing Home,Washington and Jane Smith Community Beverly,2320 W. 113th Pl.,Chicago,IL,60643.0,09670,Local Nursing Homes,0,0.0,0,0.0,0,2011-03-27,2013-03-26,0,,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
54001,1690456,Yolk South Michigan,"Kpokos, Inc",1120 S. Michigan,Chicago,IL,60605.0,722211,Limited-Service Restaurants,2,0.0,1,1451.85,1,2011-02-27,2011-12-31,2,,1451.85,1,0.0,1451.85,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
54174,1691600,Norwood Car Wash (Damen),Norwood Hand Car Wash Inc.,5462 N. Damen,Chicago,IL,60625.0,811192,Car Washes,4,0.0,2,1957.62,2,2011-03-11,2013-03-10,4,,1957.62,2,0.0,1957.62,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,2015-02-20 01:00:06.112000 AMERICA/NEW_YORK
